,Unnamed: 0,hotel_id,name,average_rating,no_of_reviews,address,latitude,longitude,no_of_terrible,no_of_poor,no_of_average,no_of_very_good,no_of_excellent,no_of_terrible_sentiment,no_of_poor_sentiment,no_of_average_sentiment,no_of_very_good_sentiment,no_of_excellent_sentiment,sentiment_rating,word,positiveWord,negativeWord,dataset
334,113,113,Howard Johnson Inn Columbia,3.32,81,3100 I 70 Doctor S E,38.96124,-92.28914,0,7,9,24,41,0,9,18,21,33,3.31,"{'comfort': {5: 3.0}, 'cleanliness': {12: 2.75}, 'quiet': {3: 2.3333333333333335}, 'room': {17: 2.8823529411764706}, 'value': {1: 2.0}, 'location': {1: 3.0}, 'lounge': {1: 2.0}, 'pet-friendly': {1: 2.0}, 'internet': {4: 3.25}, 'gym': {1: 2.0}, 'food': {1: 1.0}, 'bathroom': {1: 3.0}, 'sleep': {3: 3.0}, 'service': {1: 2.0}}","{'room': 15, 'stay': 21, 'ideally': 5, 'located': 5, 'minutes': 5, 'downtown': 5, 'entire': 5, 'week': 5, 'treat': 5, 'impressed': 5}","{'staff': 17, 'friendly': 17, 'stay': 21, 'clean': 20, 'bit': 13, 'trouble': 13, 'wifi': 13, 'big': 13, 'extremely': 13, 'helpful': 13}",static
339,114,114,Hyatt House Colorado Springs,4.27,81,5805 Delmonico Dr,38.916011,-104.82371,0,2,3,9,67,0,1,14,15,51,3.91,"{'room': {13: 3.923076923076923}, 'pet-friendly': {1: 2.0}, 'comfort': {4: 4.25}, 'cleanliness': {6: 4.0}, 'location': {2: 4.5}, 'internet': {2: 4.5}, 'bathroom': {1: 2.0}, 'lounge': {1: 5.0}, 'spa': {2: 4.0}, 'parking': {1: 5.0}, 'quiet': {1: 4.0}}","{'outdated': 23, 'decor': 20, 'sparse': 19, 'room': 17, 'price': 11, 'great': 11, 'expected': 9, 'vinyl': 9, 'floors': 9, 'point': 12}","{'hotel': 19, 'parking': 16, 'desk': 14, 'courteous': 14, 'room': 18, 'great': 14, 'location': 13, 'place': 11, 'area': 13, 'wine': 10}",static
365,115,115,Knights Inn Carmel Hill,3.23,81,1374 Munras Ave,36.584326,-121.901394,0,10,12,25,34,0,11,17,20,33,3.32,"{'quiet': {1: 4.0}, 'room': {20: 2.75}, 'pet-friendly': {1: 5.0}, 'lounge': {1: 1.0}, 'bathroom': {2: 1.0}, 'internet': {4: 4.25}, 'value': {2: 2.5}, 'cleanliness': {9: 2.6666666666666665}, 'location': {5: 3.2}, 'food': {1: 3.0}, 'comfort': {1: 1.0}, 'air-conditioner': {1: 3.0}, 'service': {1: 4.0}, 'sleep': {1: 1.0}}","{'felt': 12, 'required': 12, 'identification': 12, 'safe': 10, 'cute': 7, 'quiet': 7, 'area': 7, 'desk': 7, 'price': 6, 'unsavory': 6}","{'hotel': 25, 'quick': 17, 'trip': 17, 'safe': 21, 'time': 11, 'average': 10, 'ice': 21, 'cooler': 10, 'bars': 9, 'clean': 8}",static
518,116,116,Springhill Suites Columbia,4.06,81,7055 Minstrel Way,39.176128,-76.847257,0,6,3,10,62,0,1,10,23,47,3.98,"{'location': {1: 4.0}, 'room': {19: 3.526315789473684}, 'food': {2: 4.0}, 'pet-friendly': {5: 3.0}, 'bathroom': {2: 3.5}, 'cleanliness': {8: 3.75}, 'spa': {2: 3.0}, 'comfort': {2: 3.0}, 'business': {1: 4.0}, 'gym': {1: 4.0}, 'service': {1: 3.0}, 'quiet': {1: 4.0}}","{'area': 25, 'stay': 37, 'room': 20, 'long': 13, 'floor': 11, 'clean': 16, 'return': 10, 'night': 10, 'walk': 8, 'check': 13}","{'small': 11, 'nice': 10, 'room': 16, 'stayed': 7, 'hotel': 7, 'chain': 7, 'decent': 7, 'staff': 7, 'counter': 6, 'toiletries': 6}",static
163,117,117,Days Inn West Memphis,3.3,80,1100 Ingram Blvd/i 40,35.160223,-90.15817,0,11,10,19,40,0,12,14,18,36,3.33,"{'room': {18: 3.4444444444444446}, 'lounge': {2: 4.0}, 'comfort': {3: 3.0}, 'value': {1: 2.0}, 'food': {3: 3.3333333333333335}, 'cleanliness': {6: 3.6666666666666665}, 'location': {2: 2.0}, 'bathroom': {2: 3.0}, 'quiet': {1: 1.0}, 'service': {3: 2.6666666666666665}, 'business': {1: 2.0}, 'pet-friendly': {1: 4.0}, 'air-conditioner': {1: 1.0}, 'internet': {2: 3.0}}","{'room': 28, 'dirty': 9, 'stay': 12, 'hours': 8, 'road': 8, 'race': 8, 'ridiculously': 8, 'terrible': 7, 'booked': 6, 'busy': 6}","{'stay': 22, 'desk': 13, 'morning': 13, 'staff': 12, 'place': 9, 'lady': 9, 'working': 9, 'notice': 9, 'reminded': 9, 'intended': 9}",static
534,118,118,Super 8 Big Cabin Vinita Ok,3.39,80,30954 S Highway 69,36.57115,-95.22049,0,8,12,18,42,0,6,19,25,30,3.36,"{'food': {2: 3.0}, 'location': {1: 4.0}, 'quiet': {4: 2.5}, 'room': {13: 2.8461538461538463}, 'sleep': {1: 1.0}, 'cleanliness': {8: 2.875}, 'spa': {2: 2.5}, 'service': {1: 3.0}, 'comfort': {2: 4.0}, 'lounge': {2: 4.0}, 'internet': {1: 3.0}, 'bathroom': {1: 4.0}}","{'mattress': 14, 'friendly': 13, 'staff': 9, 'photos': 7, 'ripped': 7, 'holes': 7, 'lots': 7, 'bugs': 7, 'heater': 7, 'sheet': 7}","{'room': 32, 'clean': 19, 'suites': 13, 'king': 12, 'area': 12, 'nice': 16, 'stay': 29, 'work': 8, 'hot': 20, 'shut': 8}",static
438,119,119,Parkside Inn At Incline,3.7,80,1003 Tahoe Boulevard (sr 28),39.244493,-119.936437,0,5,4,22,49,0,7,12,25,36,3.55,"{'location': {3: 1.3333333333333333}, 'value': {1: 4.0}, 'room': {13: 3.3846153846153846}, 'comfort': {7: 3.0}, 'cleanliness': {9: 3.6666666666666665}, 'lounge': {1: 4.0}, 'bathroom': {1: 4.0}, 'sleep': {1: 3.0}, 'quiet': {3: 2.6666666666666665}}","{'nice': 15, 'clean': 22, 'stay': 13, 'hotel': 10, 'room': 11, 'desk': 10, 'looked': 8, 'plastic': 8, 'options': 8, 'breakfast': 8}","{'quiet': 16, 'good': 15, 'close': 13, 'shopping': 13, 'friendly': 12, 'location': 12, 'condition': 10, 'clean': 10, 'staff': 10, 'great': 10}",static
127,120,120,Country Inn Walker,4.47,80,442 Walker Bay Blvd,47.09124,-94.57172,0,3,1,3,73,0,3,7,17,53,3.99,"{'comfort': {4: 3.5}, 'bathroom': {2: 3.5}, 'room': {12: 3.6666666666666665}, 'location': {11: 3.727272727272727}, 'lounge': {1: 5.0}, 'service': {3: 3.3333333333333335}, 'cleanliness': {8: 4.0}, 'internet': {3: 4.333333333333333}, 'parking': {1: 3.0}, 'spa': {1: 4.0}}","{'room': 23, 'location': 12, 'stay': 13, 'family': 10, 'great': 10, 'town': 19, 'hours': 9, 'limited': 8, 'deal': 8, 'rates': 8}","{'location': 7, 'housekeeper': 7, 'hotels': 7, 'service': 7, 'fashioned': 6, 'lose': 8, 'forget': 6, 'turn': 6, 'recommend': 5, 'place': 5}",static
419,121,121,Monterey Beach Dunes Inn,2.8,79,3280 Dunes Dr,36.69925,-121.805553,0,14,24,18,23,0,11,19,31,18,3.06,"{'room': {22: 2.909090909090909}, 'comfort': {7: 2.857142857142857}, 'spa': {2: 2.5}, 'cleanliness': {5: 3.2}, 'quiet': {2: 3.5}, 'service': {2: 2.5}, 'bathroom': {2: 2.5}, 'business': {2: 3.5}}","{'staff': 13, 'room': 13, 'breakfast': 5, 'night': 5, 'friendly': 5, 'excellent': 4, 'stay': 6, 'wonderful': 3, 'town': 3, 'degrees': 3}","{'room': 43, 'hotel': 23, 'stay': 29, 'clerk': 20, 'cooling': 20, 'great': 15, 'visit': 12, 'felt': 12, 'family': 10, 'relax': 10}",static
396,122,122,Mandarin Oriental Jakarta,4.71,79,Jalan Mh Thamrin,-6.195424,106.823673,0,0,0,1,78,0,0,3,16,60,4.21,"{'room': {11: 3.8181818181818183}, 'internet': {1: 4.0}, 'comfort': {4: 3.5}, 'bathroom': {2: 4.0}, 'cleanliness': {3: 3.3333333333333335}, 'pet-friendly': {3: 4.333333333333333}, 'location': {1: 2.0}, 'value': {2: 4.0}, 'spa': {2: 3.5}, 'service': {3: 4.333333333333333}, 'sleep': {1: 5.0}, 'quiet': {2: 3.5}}","{'hotel': 17, 'room': 19, 'des': 15, 'small': 11, 'metro': 11, 'mais': 11, 'day': 9, 'close': 8, 'optimal': 8, 'einen': 8}","{'room': 3, 'small': 3, 'clean': 3, 'supermarket': 3, 'staff': 3, 'helpful': 3, 'friendly': 3, 'sorpresa': 3, 'hotel': 3, 'comodo': 3}",static
48,123,123,Best Western Knoxville Suites,3.92,78,5317 Pratt Rd,36.014181,-83.969034,0,0,7,16,55,0,3,11,16,48,3.91,"{'room': {19: 3.5789473684210527}, 'cleanliness': {4: 3.75}, 'location': {2: 5.0}, 'comfort': {1: 4.0}, 'service': {3: 3.3333333333333335}, 'parking': {1: 4.0}, 'air-conditioner': {2: 4.0}, 'spa': {1: 2.0}, 'bathroom': {1: 4.0}, 'value': {1: 2.0}}","{'desk': 13, 'complainant': 11, 'staff': 11, 'close': 8, 'clerk': 8, 'told': 8, 'hotel': 9, 'difficult': 7, 'bed': 7, 'money': 7}","{'staff': 17, 'great': 14, 'nervous': 11, 'couple': 11, 'bad': 11, 'reviews': 11, 'bedbug': 11, 'hospitality': 11, 'profession': 11, 'knowledge': 11}",static
236,124,124,Greenstay Hotel and Suites,4.42,78,222 N Ingram Mill Rd,37.2085,-93.22816,0,0,4,6,68,0,2,8,15,53,4.04,"{'comfort': {5: 3.4}, 'room': {13: 4.0}, 'food': {3: 4.0}, 'cleanliness': {7: 3.5714285714285716}, 'pet-friendly': {1: 4.0}, 'quiet': {3: 3.6666666666666665}, 'parking': {2: 3.5}, 'location': {2: 4.5}, 'bathroom': {1: 2.0}, 'lounge': {2: 4.0}, 'value': {1: 4.0}, 'spa': {1: 4.0}}","{'room': 32, 'breakfast': 20, 'clean': 19, 'hotel': 16, 'stay': 19, 'excellent': 12, 'place': 16, 'nice': 16, 'friendly': 11, 'beds': 10}","{'good': 9, 'professional': 6, 'staff': 6, 'shower': 5, 'evening': 4, 'reception': 4, 'pleasant': 4, 'treat': 4, 'car': 4, 'fresh': 4}",static
297,125,125,Holiday Inn Express and Suites Gahanna/columbus Airport E,4.17,77,460 Waterbury Ct,40.00747,-82.865154,0,4,1,8,64,0,4,10,21,42,3.71,"{'room': {19: 3.4210526315789473}, 'bathroom': {2: 3.5}, 'spa': {1: 3.0}, 'comfort': {1: 4.0}, 'cleanliness': {12: 3.6666666666666665}, 'service': {4: 3.5}, 'lounge': {1: 3.0}, 'parking': {1: 4.0}, 'pet-friendly': {1: 3.0}, 'sleep': {1: 4.0}, 'location': {1: 4.0}}","{'clean': 16, 'road': 12, 'disappointing': 10, 'hot': 15, 'tubs': 9, 'friendly': 10, 'town': 8, 'staff': 8, 'room': 10, 'convenient': 7}","{'room': 25, 'pool': 12, 'tub': 14, 'surprised': 7, 'towels': 7, 'stayed': 6, 'night': 6, 'large': 6, 'sitting': 6, 'area': 6}",static
244,126,126,Hampton Inn Dublin,4.05,77,4420 Cleburne Blvd,37.07256,-80.69685,1,7,1,4,64,0,6,9,18,44,3.8,"{'room': {23: 3.5217391304347827}, 'quiet': {3: 4.333333333333333}, 'air-conditioner': {1: 3.0}, 'pet-friendly': {1: 5.0}, 'cleanliness': {3: 2.6666666666666665}, 'bathroom': {1: 4.0}, 'comfort': {2: 5.0}, 'service': {1: 5.0}, 'lounge': {1: 5.0}, 'internet': {2: 3.5}, 'parking': {1: 3.0}}","{'room': 46, 'night': 26, 'view': 14, 'nice': 12, 'great': 12, 'hotel': 12, 'big': 11, 'small': 9, 'machine': 8, 'visit': 7}","{'checked': 19, 'room': 15, 'party': 14, 'hotel': 14, 'double': 10, 'queen': 10, 'beds': 10, 'aware': 9, 'disconcerting': 9, 'trouble': 9}",static
373,127,127,La Quinta Inn & Suites Dublin,4.08,77,101 Travel Center Blvd,32.487051,-82.938687,0,7,3,5,62,0,3,8,19,47,3.94,"{'comfort': {3: 4.333333333333333}, 'room': {7: 3.857142857142857}, 'internet': {1: 5.0}, 'location': {1: 4.0}, 'cleanliness': {2: 4.0}, 'quiet': {2: 4.0}, 'food': {2: 3.5}, 'value': {1: 4.0}, 'sleep': {1: 3.0}, 'lounge': {2: 4.0}}","{'room': 34, 'atrium': 21, 'buena': 17, 'mucho': 15, 'nice': 14, 'cercano': 13, 'sin': 13, 'bullicio': 13, 'quiet': 12, 'friendly': 12}","{'las': 17, 'muy': 14, 'pleased': 10, 'friendliness': 10, 'desk': 10, 'waiters': 10, 'hotel': 13, 'personal': 7, 'amable': 7, 'personas': 7}",static
179,128,128,Econo Lodge Miles City,3.79,77,1209 S Haynes Ave,46.39733,-105.82263,0,4,2,19,52,0,0,12,29,36,3.67,"{'spa': {2: 4.5}, 'room': {13: 3.5384615384615383}, 'cleanliness': {4: 3.5}, 'comfort': {4: 3.5}, 'quiet': {2: 4.0}, 'lounge': {2: 3.0}, 'business': {1: 3.0}, 'service': {1: 3.0}}","{'place': 14, 'wonderful': 10, 'innkeeper': 9, 'night': 8, 'travelling': 8, 'standard': 8, 'hotel': 8, 'area': 9, 'responded': 7, 'multiple': 7}","{'great': 21, 'knowledgeable': 17, 'directions': 16, 'incredibly': 11, 'involved': 11, 'history': 11, 'property': 11, 'directed': 11, 'bar': 11, 'helpful': 10}",static
12,129,129,Americas Best Value Inn - Medical Center/airport,3.68,77,450 Raynolds St,31.77634,-106.43274,0,6,5,21,45,0,12,10,15,40,3.42,"{'room': {15: 2.933333333333333}, 'cleanliness': {5: 4.0}, 'location': {3: 4.0}, 'parking': {1: 4.0}, 'comfort': {6: 3.5}, 'spa': {2: 3.0}, 'bathroom': {1: 2.0}, 'internet': {1: 5.0}, 'service': {2: 4.5}, 'sleep': {2: 3.5}, 'quiet': {2: 1.0}, 'air-conditioner': {1: 1.0}}","{'clean': 15, 'room': 13, 'arrived': 9, 'excuse': 7, 'local': 7, 'authority': 7, 'place': 7, 'staff': 7, 'booked': 6, 'great': 6}","{'hotel': 12, 'felt': 11, 'located': 9, 'quaint': 8, 'centrally': 8, 'boot': 8, 'staff': 8, 'pride': 8, 'good': 7, 'walking': 7}",static
289,130,130,Holiday Inn Express Hotel and Suites Hesperia,3.83,76,9750 Key Point Ave,34.42794,-117.38383,0,10,5,5,56,0,8,14,19,35,3.53,"{'comfort': {3: 3.6666666666666665}, 'spa': {4: 3.25}, 'room': {8: 3.0}, 'cleanliness': {9: 3.111111111111111}, 'location': {6: 3.5}, 'parking': {3: 3.6666666666666665}, 'service': {1: 4.0}, 'lounge': {1: 3.0}, 'bathroom': {1: 1.0}}","{'spacious': 16, 'breakfast': 14, 'room': 18, 'chocolate': 12, 'clean': 11, 'hotel': 10, 'car': 11, 'offer': 10, 'stay': 10, 'mirrors': 8}","{'negative': 21, 'hotel': 20, 'location': 15, 'public': 15, 'address': 15, 'speakers': 15, 'blairing': 15, 'people': 15, 'property': 15, 'stay': 15}",static
44,131,131,Best Western Hartford Hotel & Suites,3.96,76,185 Brainard Rd,41.734582,-72.65952,0,3,3,17,53,0,8,7,20,41,3.71,"{'cleanliness': {4: 2.75}, 'room': {27: 3.5555555555555554}, 'comfort': {2: 2.5}, 'lounge': {3: 4.333333333333333}, 'bathroom': {4: 3.25}, 'quiet': {1: 1.0}, 'spa': {1: 1.0}, 'parking': {1: 4.0}, 'location': {3: 1.6666666666666667}, 'pet-friendly': {2: 3.0}, 'service': {1: 3.0}, 'sleep': {1: 3.0}}","{'room': 42, 'handicap': 20, 'hotel': 20, 'shower': 17, 'needed': 15, 'hair': 11, 'reserved': 11, 'sister': 11, 'husband': 11, 'floor': 10}","{'noisy': 9, 'nightlife': 6, 'adjacent': 6, 'hear': 6, 'neighboring': 6, 'crowded': 6, 'nearby': 6, 'clean': 7, 'comfortable': 5, 'price': 5}",static
270,132,132,Holiday Inn Canyon De Chelly,3.93,76,Bia Route 7 Garcia Trading Post,36.151195,-109.547157,0,0,10,12,54,0,14,11,14,37,3.32,"{'business': {1: 4.0}, 'room': {11: 3.272727272727273}, 'cleanliness': {6: 3.0}, 'spa': {1: 4.0}, 'comfort': {4: 3.0}, 'quiet': {3: 3.0}, 'location': {2: 4.5}, 'pet-friendly': {3: 4.0}, 'service': {3: 3.0}, 'internet': {1: 2.0}, 'food': {1: 4.0}, 'bathroom': {1: 4.0}, 'value': {1: 5.0}}","{'hotel': 14, 'friendly': 10, 'bon': 13, 'return': 9, 'clean': 8, 'area': 7, 'pool': 7, 'calme': 7, 'adults': 6, 'buy': 6}","{'restaurant': 16, 'order': 15, 'time': 14, 'nice': 11, 'plan': 11, 'frequently': 10, 'screaming': 10, 'control': 10, 'children': 10, 'moquette': 9}",static
547,133,133,Super 8 Ithaca,3.38,76,400 S Meadow St,42.436007,-76.508315,0,8,11,15,42,0,6,12,27,31,3.5,"{'comfort': {3: 2.6666666666666665}, 'cleanliness': {10: 2.9}, 'room': {12: 3.0833333333333335}, 'quiet': {2: 3.0}, 'value': {1: 3.0}, 'lounge': {2: 3.0}, 'sleep': {1: 3.0}, 'food': {2: 3.5}, 'bathroom': {3: 3.0}, 'parking': {1: 4.0}, 'pet-friendly': {1: 2.0}}","{'hotel': 14, 'room': 14, 'friendly': 10, 'good': 7, 'stay': 7, 'places': 6, 'eat': 11, 'staff': 6, 'elevator': 4, 'mobility': 4}","{'staff': 21, 'clean': 21, 'showing': 16, 'excessive': 16, 'wear': 16, 'tear': 16, 'dated': 14, 'stay': 16, 'friendly': 9, 'helpful': 9}",static
274,134,134,Holiday Inn Express & Suites Phoenix Downtown - Ballpark,4.34,76,620 N 6th St,33.45499,-112.06685,0,1,2,9,64,0,3,6,10,57,4.13,"{'room': {18: 4.277777777777778}, 'cleanliness': {11: 3.727272727272727}, 'spa': {2: 3.5}, 'bathroom': {1: 5.0}, 'location': {3: 4.0}, 'comfort': {6: 3.0}, 'quiet': {4: 4.5}, 'internet': {1: 4.0}, 'sleep': {1: 3.0}, 'business': {1: 5.0}}","{'room': 41, 'stay': 23, 'bed': 11, 'pretty': 7, 'minute': 8, 'fine': 6, 'surprisingly': 6, 'amazing': 6, 'loved': 6, 'coming': 6}","{'high': 13, 'type': 13, 'hotel': 13, 'good': 6, 'special': 5, 'free': 4, 'newspaper': 4, 'brick': 2, 'wall': 2, 'enjoying': 2}",static
462,135,135,Quality Inn and Suites Big Rapids,3.84,75,1705 S State St,43.68033,-85.48333,0,1,7,16,51,0,3,10,25,37,3.66,"{'room': {21: 3.2857142857142856}, 'cleanliness': {19: 3.6842105263157894}, 'value': {2: 3.5}, 'food': {2: 3.5}, 'comfort': {8: 3.25}, 'location': {2: 2.5}, 'parking': {1: 4.0}, 'lounge': {1: 4.0}, 'internet': {2: 2.0}, 'bathroom': {1: 4.0}}","{'room': 26, 'breakfast': 11, 'free': 9, 'family': 8, 'great': 8, 'hotel': 7, 'check': 9, 'nice': 6, 'hostess': 5, 'replenish': 5}","{'clerk': 22, 'directions': 18, 'stay': 27, 'car': 16, 'access': 14, 'fast': 14, 'room': 14, 'desk': 14, 'considerate': 11, 'pleasant': 11}",static
509,136,136,Sleep Inn At Harbour View,3.73,75,909 Us 17,33.868213,-78.632786,0,7,4,14,50,0,11,10,20,34,3.51,"{'spa': {5: 4.0}, 'room': {11: 3.5454545454545454}, 'food': {2: 3.5}, 'comfort': {13: 3.3076923076923075}, 'cleanliness': {9: 3.6666666666666665}, 'quiet': {4: 3.5}, 'value': {2: 4.0}, 'service': {2: 4.0}}","{'room': 19, 'clean': 14, 'pool': 11, 'choices': 10, 'lots': 9, 'called': 9, 'stay': 8, 'good': 8, 'popcorn': 7, 'great': 7}","{'staff': 8, 'famliy': 8, 'friday': 8, 'great': 8, 'road': 7, 'stay': 20, 'asked': 6, 'dog': 12, 'bringing': 6, 'kids': 6}",static
196,137,137,Extended Stay America - Fort Lauderdale - Davie,2.96,75,7550 W State Road 84,26.096485,-80.246321,0,14,16,16,29,0,14,19,23,19,3.02,"{'room': {13: 2.8461538461538463}, 'cleanliness': {7: 3.2857142857142856}, 'air-conditioner': {1: 1.0}, 'sleep': {1: 1.0}, 'bathroom': {2: 2.0}, 'spa': {3: 2.6666666666666665}, 'lounge': {1: 2.0}, 'comfort': {3: 3.3333333333333335}, 'value': {1: 4.0}, 'location': {1: 4.0}, 'food': {1: 2.0}}","{'room': 18, 'issues': 8, 'units': 8, 'friendly': 5, 'time': 5, 'hotel': 6, 'people': 5, 'place': 4, 'big': 3, 'space': 3}","{'friendly': 16, 'exceptional': 14, 'terrible': 14, 'room': 14, 'kind': 10, 'barely': 8, 'channels': 8, 'worst': 8, 'paid': 8, 'money': 8}",static
543,138,138,Super 8 Elko Nv,3.12,75,1755 Idaho St,40.843764,-115.751013,0,7,18,19,31,0,6,17,22,30,3.35,"{'lounge': {2: 2.0}, 'room': {15: 3.2666666666666666}, 'air-conditioner': {1: 2.0}, 'cleanliness': {5: 3.4}, 'comfort': {5: 4.2}, 'value': {2: 2.5}, 'location': {1: 3.0}, 'service': {1: 2.0}}","{'stay': 23, 'room': 14, 'visit': 11, 'hotel': 9, 'clean': 7, 'remodeled': 6, 'short': 6, 'car': 5, 'stationed': 5, 'officer': 5}","{'perfect': 23, 'great': 23, 'staff': 19, 'wonderful': 18, 'needed': 17, 'campus': 17, 'choice': 17, 'nice': 13, 'decent': 12, 'room': 14}",static
609,139,139,Wingate By Wyndham Chantilly / Dulles Airport,4.31,75,3940 Centerview Dr,38.89765,-77.43159,0,2,1,4,68,0,5,6,15,49,3.99,"{'comfort': {2: 4.5}, 'room': {16: 3.6875}, 'cleanliness': {1: 5.0}, 'bathroom': {5: 3.2}, 'location': {1: 4.0}, 'lounge': {2: 3.0}, 'air-conditioner': {2: 3.0}}","{'room': 12, 'comfortable': 8, 'finished': 8, 'bed': 8, 'sink': 7, 'tub': 7, 'clogged': 7, 'water': 7, 'tiny': 6, 'flat': 6}","{'impressed': 13, 'hotel': 13, 'stay': 10, 'options': 9, 'large': 5, 'rest': 4, 'staff': 4, 'pleasant': 4, 'store': 4, 'bought': 4}",static
175,140,140,Durango Travelodge,2.89,74,2970 Main Ave,37.295963,-107.872714,0,9,22,18,25,0,13,20,13,28,3.13,"{'room': {18: 2.9444444444444446}, 'business': {1: 4.0}, 'quiet': {2: 4.0}, 'cleanliness': {6: 3.1666666666666665}, 'comfort': {2: 1.5}, 'value': {1: 3.0}, 'bathroom': {1: 2.0}}","{'stay': 12, 'night': 5, 'late': 5, 'reservation': 5, 'phone': 5, 'fourth': 5, 'months': 5, 'confirm': 5, 'share': 4, 'opinion': 4}","{'room': 28, 'closet': 16, 'hooks': 16, 'wall': 16, 'coffee': 8, 'microwave': 8, 'fisherman': 7, 'cozy': 7, 'woodland': 7, 'creatures': 7}",static
292,141,141,Holiday Inn Express Hotel and Suites Raleigh-wakefield,4.41,74,11400 Common Oaks Dr,35.95036,-78.54278,0,1,3,7,63,0,2,9,16,47,3.98,"{'value': {2: 3.5}, 'parking': {7: 4.428571428571429}, 'internet': {2: 4.5}, 'room': {16: 3.375}, 'cleanliness': {10: 4.0}, 'comfort': {2: 4.0}, 'quiet': {1: 3.0}, 'location': {2: 4.0}, 'pet-friendly': {3: 3.6666666666666665}, 'sleep': {2: 4.5}, 'business': {1: 4.0}}","{'staff': 14, 'room': 25, 'clean': 14, 'cruise': 15, 'comfortable': 11, 'bed': 11, 'bad': 11, 'hotel': 11, 'helpful': 10, 'great': 8}","{'room': 38, 'stained': 14, 'slept': 14, 'clothes': 14, 'stay': 11, 'happy': 5, 'pleasant': 5, 'check': 5, 'staff': 5, 'againknow': 5}",static
381,142,142,La Quinta Inn and Suites Tucson - Reid Park,3.84,74,102 N Alvernon Way,32.223615,-110.909418,0,1,10,14,49,0,6,12,15,41,3.76,"{'room': {12: 3.8333333333333335}, 'cleanliness': {5: 4.4}, 'comfort': {4: 4.5}, 'location': {2: 4.5}, 'parking': {3: 2.6666666666666665}, 'food': {2: 3.5}, 'service': {2: 3.0}, 'cafe': {1: 2.0}, 'lounge': {1: 3.0}}","{'walk': 16, 'access': 10, 'property': 9, 'hot': 15, 'selection': 8, 'foods': 8, 'grill': 8, 'suites': 7, 'comfortable': 7, 'clean': 7}","{'place': 22, 'walking': 17, 'deborah': 11, 'friend': 11, 'days': 11, 'loved': 11, 'white': 11, 'sandy': 11, 'beach': 11, 'nice': 8}",static
177,143,143,Econo Lodge,4.11,74,3750 Meridian St,48.781123,-122.485944,1,8,4,6,55,0,1,11,17,45,3.9,"{'value': {1: 2.0}, 'room': {7: 3.142857142857143}, 'food': {1: 2.0}, 'cleanliness': {3: 3.6666666666666665}, 'location': {6: 3.6666666666666665}, 'service': {1: 4.0}, 'spa': {1: 4.0}, 'comfort': {1: 4.0}, 'parking': {1: 4.0}}","{'location': 17, 'street': 16, 'clean': 12, 'year': 16, 'beautiful': 10, 'place': 9, 'excellent': 9, 'service': 9, 'day': 9, 'parade': 9}","{'walking': 12, 'distance': 12, 'place': 9, 'prime': 8, 'location': 8, 'stay': 6, 'wake': 6, 'sound': 6, 'diesel': 6, 'pickups': 6}",static
195,144,144,Extended Stay America - Columbia - Northwest Harbison,3.45,74,1170 Kinley Rd,34.09128,-81.16052,0,10,8,17,39,0,9,16,24,25,3.31,"{'service': {2: 2.5}, 'room': {9: 2.4444444444444446}, 'lounge': {2: 3.0}, 'bathroom': {3: 2.0}, 'comfort': {2: 4.5}, 'cleanliness': {4: 3.75}, 'sleep': {2: 3.5}, 'internet': {4: 2.5}, 'location': {1: 3.0}, 'quiet': {1: 4.0}}","{'hotel': 8, 'great': 7, 'complaint': 7, 'answered': 7, 'roll': 4, 'bed': 8, 'comfortable': 4, 'comfy': 4, 'soccer': 4, 'town': 4}","{'hotel': 22, 'pleased': 20, 'stay': 19, 'friendly': 18, 'room': 20, 'shower': 11, 'water': 11, 'pressure': 11, 'rate': 10, 'staff': 12}",static
167,145,145,Discovery Inn,2.49,74,380 W 7200 S,40.62079,-111.900889,0,26,13,17,18,0,22,25,12,15,2.6,"{'room': {19: 2.4210526315789473}, 'cleanliness': {11: 2.3636363636363638}, 'bathroom': {2: 3.0}, 'pet-friendly': {1: 2.0}, 'food': {2: 2.5}, 'comfort': {4: 2.0}, 'quiet': {1: 2.0}, 'location': {1: 2.0}, 'service': {2: 4.5}, 'internet': {2: 4.5}}","{'stay': 17, 'friendly': 11, 'nights': 10, 'loud': 10, 'room': 12, 'good': 10, 'wifi': 8, 'breakfast': 8, 'service': 8, 'great': 7}","{'room': 44, 'clean': 20, 'hotel': 17, 'stay': 21, 'walked': 15, 'night': 14, 'kind': 14, 'pleasant': 13, 'issues': 13, 'morning': 11}",static
414,146,146,Microtel Inn and Suites By Wyndham Burlington,3.29,73,2185 W Hanford Rd,36.06256,-79.43484,0,8,12,18,35,0,11,19,13,30,3.25,"{'sleep': {1: 4.0}, 'room': {16: 3.25}, 'cleanliness': {4: 3.25}, 'comfort': {9: 2.7777777777777777}, 'lounge': {1: 2.0}, 'spa': {1: 1.0}, 'parking': {1: 3.0}, 'service': {1: 2.0}, 'pet-friendly': {2: 2.0}, 'business': {1: 2.0}, 'bathroom': {1: 2.0}}","{'smoking': 19, 'room': 19, 'breakfast': 9, 'rented': 6, 'pool': 6, 'children': 6, 'disappointed': 6, 'booked': 6, 'option': 6, 'choose': 6}","{'good': 21, 'generally': 10, 'shower': 10, 'room': 15, 'accommodating': 9, 'pillows': 9, 'distinguish': 8, 'nicest': 6, 'touch': 6, 'choice': 6}",static
